Pt1,2525359.8618,259008.1398,200.5355,
Pt2,2525254.2553,259148.3882,192.1060,
Pt3,2525161.9759,259264.1830,184.5782,
Pt4,2524961.1180,259410.7963,173.2825,
Pt5,2524914.6746,259440.7482,177.0997,
